번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1192,053800,안랩,105802,소프트웨어 개발 및 공급업,"10,013,855","5,182,644,500","500",원(KRW),031-722-8000,경기도 성남시 분당구  판교역로 220  ,2410
1193,251280,안지오랩,137001,자연과학 및 공학 연구개발업,"2,250,360","1,125,180,000","500",원(KRW),042-867-5785,대전광역시 유성구 테크노3로 65 ,2410
1194,065660,안트로젠,074607,기타 전문 도매업,"9,093,534","4,546,767,000","500",원(KRW),02-2104-0391,"서울특별시 금천구 디지털로 130, 405호(가산동, 남성플라자) &nbsp",2410
1195,297570,알로이스,032604,통신 및 방송 장비 제조업,"17,329,414","1,732,941,400","100",원(KRW),070-8680-5501,경기도 성남시 중원구 양현로405번길 4-5 6층,2410
1196,001780,알루코,032402,1차 비철금속 제조업,"83,207,283","41,603,641,500","500",원(KRW),042-605-8300,대전광역시 대덕구  대화로119번길 31 ,2410
1197,260660,알리코제약,032103,의료용품 및 기타 의약 관련제품 제조업,"9,821,575","4,910,787,500","500",원(KRW),02-585-0004,서울특별시 서초구 바우뫼로27길 7-21 (양재동),2410
1198,131370,알서포트,105802,소프트웨어 개발 및 공급업,"53,267,083","5,326,708,300","100",원(KRW),070-7011-3900,"서울특별시 송파구 위례성대로 10 8층, 9층, 10층, 11층, 12층 (방이동, 에스타워)",2410
1199,140670,알에스오토메이션,032602,전자부품 제조업,"9,103,140","4,551,570,000","500",원(KRW),031-685-9300,경기도 평택시 진위면 진위산단로 38 ,2410
1200,096610,알에프세미,032601,반도체 제조업,"9,494,724","4,747,362,000","500",원(KRW),042-823-9682,대전광역시 유성구 죽동로 141 - ,2410
1201,061040,알에프텍,032604,통신 및 방송 장비 제조업,"28,899,918","14,449,959,000","500",원(KRW),031-322-1114,경기도 용인시 처인구  원삼면 죽양대로1763번길 60 알에프텍 ,2410
1202,148250,알엔투테크놀로지,032602,전자부품 제조업,"7,215,094","3,607,547,000","500",원(KRW),031-376-5400,경기도 화성시 동탄면 동탄산단9길 11 ,2410
1203,347860,알체라,105802,소프트웨어 개발 및 공급업,"13,368,794","6,684,397,000","500",원(KRW),070-4681-0173,경기도 성남시 분당구 판교역로 225-15 8층 801호 ,2410
1204,196170,알테오젠,137001,자연과학 및 공학 연구개발업,"28,082,900","14,041,450,000","500",원(KRW),042-384-8780,대전광역시 유성구 유성대로1628번길 62 (전민동 461-38번지),2410
1205,123750,알톤스포츠,033109,그외 기타 운송장비 제조업,"12,746,297","6,373,148,500","500",원(KRW),02-422-0574,"경기도 성남시 분당구 판교로256번길 25 (삼평동, 제씨동) 8층 ",2410
1206,085810,알티캐스트,105802,소프트웨어 개발 및 공급업,"27,746,424","14,248,984,000","500",원(KRW),02-2007-7700,서울특별시 서초구 반포대로 27파크빌딩 6층 ,2410
1207,117670,알파홀딩스,032601,반도체 제조업,"20,813,590","10,406,795,000","500",원(KRW),070-4600-0000,경기도 성남시 분당구 삼평동 688-1 엠텍아이티타워 8층 ,2410
1208,291650,압타머사이언스,137001,자연과학 및 공학 연구개발업,"8,466,126","4,233,063,000","500",원(KRW),031-786-0317,"경기도 성남시 분당구 돌마로 172, 407호(정자동, 분당서울대학교병원 헬스케어혁신파크) ",2410
1209,293780,압타바이오,137001,자연과학 및 공학 연구개발업,"11,095,233","5,547,616,500","500",원(KRW),031-660-7310,"경기도 용인시 기흥구 흥덕1로 13 타워동 에이504호(영덕동, 흥덕아이티밸리) ",2410
1210,267810,앙츠,199501,컴퓨터 및 통신장비 수리업,"1,547,000","773,500,000","500",원(KRW),02-2677-9915,"서울특별시 영등포구 여의서로 43(여의도동 11-11, 제4층 제401호) ",2410
1211,018250,애경산업,032004,기타 화학제품 제조업,"26,409,935","26,409,935,000","1,000",원(KRW),02-768-2000,서울특별시 마포구 양화로 188 -,2410
1212,161000,애경유화,032001,기초 화학물질 제조업,"32,040,000","16,020,000,000","500",,02-850-2000,서울특별시 구로구  공원로 7 ,2410
1213,196300,애니젠,032101,기초 의약물질 및 생물학적 제제 제조업,"5,016,165","2,508,082,500","500",원(KRW),062-714-1166,광주광역시 북구 첨단과기로 333 광주테크노파크 시험생산동 206호 &nbsp,2410
1214,310200,애니플러스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","28,407,439","2,840,743,900","100",원(KRW),070-7162-3715,"10, Gukjegeumyung-ro, Yeongdeungpo-gu, Seoul, Republic of Korea 28F, Three IFC ",2410
1215,179530,애드바이오텍,032102,의약품 제조업,"2,534,673","1,267,336,500","500",원(KRW),033-261-4907,강원도 춘천시 동내면 거두단지1길 39 ,2410
1216,205500,액션스퀘어,105802,소프트웨어 개발 및 공급업,"41,332,645","20,666,322,500","500",원(KRW),02-568-7161,"서울특별시 강남구 삼성로 524 2층(삼성동, 세화빌딩)",2410
1217,052790,액토즈소프트,105802,소프트웨어 개발 및 공급업,"11,330,638","5,665,319,000","500",원(KRW),(02)747-8260,서울특별시 강남구 테헤란로44길 8 아이콘역삼빌딩 10층~15층 ,2410
1218,131400,액트,032602,전자부품 제조업,"22,891,045","11,445,522,500","500",원(KRW),053-593-8560,대구광역시 달서구 성서로35길 26 ,2410
1219,290740,액트로,032602,전자부품 제조업,"10,065,011","5,032,505,500","500",원(KRW),031-689-4567,경기도 용인시 기흥구 흥덕1로 13 제타워동 35층 제에이3504호,2410
1220,238090,앤디포스,032202,플라스틱제품 제조업,"55,161,726","11,032,345,200","200",원(KRW),070-7662-2121,충청북도 음성군 대소면 한삼로 224-7 ,2410
1221,092600,앤씨앤,032601,반도체 제조업,"20,947,500","10,473,750,000","500",원(KRW),02-3460-4700,경기도 성남시 분당구 판교로 323 (삼평동) ,2410
1222,129890,앱코,032603,컴퓨터 및 주변장치 제조업,"9,688,732","4,844,366,000","500",원(KRW),02-716-6114,서울특별시 강서구 마곡중앙1로 20 M시그니처 7층 &nbsp,2410
1223,174900,앱클론,032103,의료용품 및 기타 의약 관련제품 제조업,"15,278,069","7,639,034,500","500",원(KRW),02-2109-1294,서울특별시 구로구 디지털로 285 에이스트윈타워 1차 1401호 ,2410
1224,255440,야스,032902,특수 목적용 기계 제조업,"13,058,000","6,569,000,000","500",원(KRW),031-904-8591,경기도 파주시 탄현면 한산로 69 &nbsp,2410
1225,030960,양지사,031801,인쇄 및 인쇄관련 산업,"15,980,000","7,990,000,000","500",원(KRW),02  -865 -0041,경기도 김포시 양촌읍 황금1로 131 ,2410
1226,102120,어보브반도체,032601,반도체 제조업,"17,459,653","8,729,826,500","500",원(KRW),02-2193-2200,충청북도 청원군 오창읍 각리1길 93- ,2410
1227,238120,얼라인드,032703,사진장비 및 광학기기 제조업,"7,189,448","3,594,724,000","500",원(KRW),031-478-4185,"경기도 안양시 동안구 시민대로327번길 28 (관양동) 2층,3층 ",2410
1228,224810,엄지하우스,064204,실내건축 및 건축마무리 공사업,"4,200,000","2,100,000,000","500",원(KRW),02-550-7840,서울특별시 강남구 테헤란로28길 25- ,2410
1229,019990,에너토크,032901,일반 목적용 기계 제조업,"9,756,088","4,878,044,000","500",원(KRW),02-555-0883,경기도 여주군  능서면 능여로 344 ,2410
1230,011090,에넥스,033201,가구 제조업,"59,991,641","29,995,820,500","500",원(KRW),02-2185-2000,서울특별시 서초구 서초대로73길 40(서초동) ,2410
1231,041440,에버다임,032902,특수 목적용 기계 제조업,"17,915,944","8,957,972,000","500",원(KRW),(043)530-3300,충청북도 진천군  진천읍 부영길 49 ,2410
1232,270660,에브리봇,032805,가정용 기기 제조업,"1,307,106","653,553,000","500",원(KRW),031-759-8917,경기도 성남시 분당구 운중로243번길 4-7 (판교동),2410
1233,038680,에스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","16,075,215","8,037,607,500","500",원(KRW),02  -3469-2939,서울특별시 강남구 선릉로 514 성원빌딩 ,2410
1234,217480,에스디생명공학,032004,기타 화학제품 제조업,"22,415,066","11,207,533,000","500",원(KRW),02-583-1846,서울특별시 강서구 마곡중앙8로1길 66 - ,2410
1235,121890,에스디시스템,032602,전자부품 제조업,"9,609,200","4,804,600,000","500",원(KRW),070-8299-5926,"경기도 성남시 중원구  갈마치로244번길 31 613(상대원동, 현대아이밸리)",2410
1236,097780,에스맥,032604,통신 및 방송 장비 제조업,"261,145,602","52,229,120,400","200",원(KRW),031-895-2100,경기도 평택시 산단로 241- ,2410
1237,042110,에스씨디,032805,가정용 기기 제조업,"48,329,564","24,164,782,000","500",원(KRW),031 -329 -5555,경기도 용인시 처인구  남사면 형제로17번길 21 ,2410
1238,298060,에스씨엠생명과학,032102,의약품 제조업,"11,874,615","5,937,307,500","500",원(KRW),032-881-3600,"인천광역시 연수구 갯벌로145번길 7-7 (송도동, 에스씨엠생명과학(주))",2410
1239,065420,에스아이리소스,020501,석탄 광업,"66,340,075","6,634,007,500","100",원(KRW),02-780-2388,서울특별시 종로구 새문안로 68 9층 ,2410
1240,270210,에스알바이오텍,032004,기타 화학제품 제조업,"806,808","403,404,000","500",원(KRW),031-726-3134,경기도 성남시 중원구 둔촌대로 484 시콕스타워 B101호 ,2410
1241,103230,에스앤더블류,032901,일반 목적용 기계 제조업,"7,200,000","3,600,000,000","500",원(KRW),051-205-7411,부산광역시 사하구  다대로170번길 29 ,2410
1242,260970,에스앤디,031007,기타 식품 제조업,"303,642","1,518,210,000","5,000",원(KRW),043-710-8000,충청북도 청주시 흥덕구 오송읍 오송생명4로 163 ,2410
1243,900080,에스앤씨엔진그룹,116409,기타 금융업,"123,759,593","641,928,600","0",중국위안(CNY),852-2940-7730,"235 Wing Lok Street，Hong Kong Unit 26B, 235 Wing Lok Street Trade Centre",2410
1244,101490,에스앤에스텍,032602,전자부품 제조업,"21,451,447","10,725,723,500","500",원(KRW),053-589-1600,대구광역시 달서구  호산동로 42 ,2410
1245,095910,에스에너지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,742,182","7,371,091,000","500",원(KRW),070-4339-7100,"경기도 성남시 분당구 판교역로241번길 20 (삼평동, 미래에셋타워 3층)",2410
1246,275630,에스에스알,105802,소프트웨어 개발 및 공급업,"5,930,038","2,965,019,000","500",원(KRW),02-6959-0129,"서울특별시 구로구 디지털로26길 111, 1606,1607,1608호 (구로동, 제이앤케이디지털타워) ",2410
1247,031330,에스에이엠티,074605,기계장비 및 관련 물품 도매업,"99,995,067","49,997,533,500","500",원(KRW),02-3458-9000,서울특별시 강남구  영동대로 315 대경빌딩 ,2410
1248,060540,에스에이티,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,133,306","13,066,653,000","500",원(KRW),031-450-1400,"경기도 군포시  엘에스로 175 (산본동, 에스에이타워7층)",2410
1249,158300,에스에이티이엔지,032902,특수 목적용 기계 제조업,"3,306,335","1,653,167,500","500",원(KRW),031-433-4711,경기도 시흥시 엠티브이26로58번길 25 (정왕동),2410
1250,056190,에스에프에이,032902,특수 목적용 기계 제조업,"35,908,760","17,954,380,000","500",원(KRW),031-379-1793,경기도 화성시 동탄면 영천로 38 ,2410
1251,080000,에스엔유,032902,특수 목적용 기계 제조업,"34,322,870","17,161,435,000","500",원(KRW),041-536-1500,충청남도 아산시 둔포면 아산밸리남로 124 ,2410
1252,086460,에스엔피제네틱스,137001,자연과학 및 공학 연구개발업,"1,823,850","911,925,000","500",원(KRW),02-3273-1671,서울특별시 마포구 백범로 35 (신수동) 서강대학교 티이관 1007호,2410
1253,005850,에스엘,033003,자동차 신품 부품 제조업,"48,203,277","24,101,638,500","500",원(KRW),053-850-8511,대구광역시 북구 검단공단로 32 - ,2410
1254,246250,에스엘에스바이오,137209,기타 과학기술 서비스업,"6,840,603","3,420,301,500","500",원(KRW),031-275-5522,경기도 수원시 영통구 창룡대로 260 광교센트럴비즈타워 7층,2410
1255,041510,에스엠,105902,오디오물 출판 및 원판 녹음업,"23,452,501","11,726,250,500","500",원(KRW),02-6240-9800,서울특별시 강남구  압구정로 423 캠브리지연립주택 (주)에스엠엔터테인먼트,2410
1256,299670,에스엠비나,031401,봉제의복 제조업,"5,450,000","545,000,000","100",원(KRW),02-6953-7020,"서울특별시 마포구 마포대로 38 6층 601호(도화동, 일신빌딩)",2410
1257,007820,에스엠코어,032901,일반 목적용 기계 제조업,"20,033,946","10,016,973,000","500",원(KRW),02-2090-9273,서울특별시 마포구  마포대로 20 다보빌딩 ,2410
1258,109610,에스와이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","46,869,082","23,434,541,000","500",원(KRW),031-222-4028,서울특별시 강남구 논현로81길 3 (역삼동) 보성빌딩,2410
1259,012750,에스원,147503,"경비, 경호 및 탐정업","37,999,178","18,999,589,000","500",원(KRW),00-1588-3112,서울 중구 순화동 168 에스원빌딩 17층 총무팀,2410
1260,306040,에스제이그룹,031501,"가죽, 가방 및 유사제품 제조업","9,865,828","4,932,914,000","500",원(KRW),02-3433-6518,"서울특별시 강남구 언주로 337, 5층, 9층 (역삼동, 동영문화센터) ",2410
1261,123700,에스제이엠,033003,자동차 신품 부품 제조업,"15,604,898","7,802,449,000","500",원(KRW),031-490-3838,경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠,2410
1262,025530,에스제이엠홀딩스,074502,자동차 부품 및 내장품 판매업,"14,934,008","7,467,004,000","500",원(KRW),031-491-4151,경기도 안산시 단원구 별망로459번길 20 ,2410
1263,080440,에스제이케이,074607,기타 전문 도매업,"13,325,960","6,662,980,000","500",원(KRW),02-2106-2309,서울특별시 금천구 벚꽃로 278 SJ테크노빌 205호,2410
1264,217910,에스제이켐,032001,기초 화학물질 제조업,"12,990,522","1,299,052,200","100",원(KRW),041-881-9454,전라북도 익산시 왕궁면 무왕로 2243-23 ,2410
1265,326030,에스케이바이오팜,137001,자연과학 및 공학 연구개발업,"78,313,250","39,156,625,000","500",원(KRW),031-8093-0114,경기도 성남시 분당구 판교역로 221 ,2410
1266,224020,에스케이씨에스,032202,플라스틱제품 제조업,"3,075,000","1,537,500,000","500",원(KRW),031-761-7703,경기도 광주시 초월읍 산수로554번길 47 ,2410
1267,096630,에스코넥,032604,통신 및 방송 장비 제조업,"65,265,724","13,053,144,800","200",원(KRW),031-799-0700,경기도 광주시  오포읍 마루들길172번길 30 ,2410
1268,069510,에스텍,032605,영상 및 음향기기 제조업,"10,910,000","5,455,000,000","500",원(KRW),(055)370-2200,경상남도 양산시  유산공단9길 22 ,2410
1269,041910,에스텍파마,032102,의약품 제조업,"11,898,263","5,949,131,500","500",원(KRW),031-831-4800,경기도 화성시 향남읍 발안공단로 25 ,2410
1270,234300,에스트래픽,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","20,826,160","10,413,080,000","500",원(KRW),031-601-3500,경기도 성남시 분당구 판교로 338(삼평동) ,2410
1271,039440,에스티아이,032902,특수 목적용 기계 제조업,"15,830,000","7,915,000,000","500",원(KRW),031-653-4380,경기도 안성시 공도읍 봉기길 1 ,2410
1272,098660,에스티오,031401,봉제의복 제조업,"12,500,976","6,250,488,000","500",원(KRW),02-2093-2500,"서울특별시 강서구  양천로 583 우림블루나인 (염창동, 우림블루나인비즈니스센터비동 15층)",2410
1273,052020,에스티큐브,074605,기계장비 및 관련 물품 도매업,"30,385,009","15,192,504,500","500",원(KRW),02-551-3370,"서울특별시 강남구  영동대로 511 2201(삼성동, 무역센터 트레이드타워)",2410
1274,237690,에스티팜,032102,의약품 제조업,"18,656,000","9,328,000,000","500",원(KRW),02-527-6300,"경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호) &nbsp",2410
1275,050760,에스폴리텍,032202,플라스틱제품 제조업,"16,334,678","8,167,339,000","500",원(KRW),043-536-9191,충청북도 진천군  덕산면 한삼로 275 에스폴리텍 ,2410
1276,288620,에스퓨얼셀,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,544,316","3,272,158,000","500",원(KRW),070-4613-4900,"경기도 성남시 중원구 둔촌대로 546, 유투오코리아빌딩 3층 &nbsp",2410
1277,317830,에스피시스템스,032902,특수 목적용 기계 제조업,"8,145,700","814,570,000","100",원(KRW),055-371-5608,경상남도 양산시 어곡공단로 123 ,2410
1278,058610,에스피지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","20,876,975","10,438,487,500","500",원(KRW),(032)820-8200,"인천광역시 남동구  청능대로289번길 45 (고잔동, 남동공단 67B12L)",2410
1279,043340,에쎈테크,032901,일반 목적용 기계 제조업,"72,000,000","36,000,000,000","500",원(KRW),063-440-6561,"전라북도 군산시 자유무역2길 15 (오식도동, 군산자유무역표준공장 7동)",2410
1280,023960,에쓰씨엔지니어링,064102,토목 건설업,"25,016,587","12,508,293,500","500",원(KRW),02-2167-9090,서울특별시 영등포구 국제금융로 52 심팩빌딩 3~5층,2410
1281,298690,에어부산,085101,항공 여객 운송업,"82,070,000","82,070,000,000","1,000",원(KRW),1666-3060,부산광역시 강서구 유통단지1로57번가길 6 ,2410
1282,054630,에이디칩스,033309,그외 기타 제품 제조업,"51,968,256","25,984,128,000","500",원(KRW),(031)463-7500,"경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워) ",2410
1283,200710,에이디테크놀로지,032601,반도체 제조업,"13,274,598","6,932,057,500","500",원(KRW),031-776-7575,"경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동, 디티씨타워) ",2410
1284,096690,에이루트,032603,컴퓨터 및 주변장치 제조업,"12,649,856","6,324,928,000","500",원(KRW),070-5147-1886,경기도 오산시  가장산업동로 28-6 ,2410
1285,140910,에이리츠,126801,부동산 임대 및 공급업,"3,792,775","18,963,875,000","5,000",원(KRW),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)",2410
1286,078520,에이블씨엔씨,032004,기타 화학제품 제조업,"27,033,459","13,516,729,500","500",원(KRW),02-2199-0123,"서울특별시 서초구 서초대로38길 12 13층 (서초동, 마제스타시티타워원)",2410
1287,298380,에이비엘바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"46,246,225","23,123,112,500","500",원(KRW),031-8018-9800,"경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동) ",2410
1288,203400,에이비온,137001,자연과학 및 공학 연구개발업,"12,536,060","6,268,030,000","500",원(KRW),02-6006-7657,"서울특별시 구로구 디지털로 242915호(구로동,한화비즈메트로 1차) ",2410
1289,195990,에이비프로바이오,032902,특수 목적용 기계 제조업,"251,469,584","125,734,792,000","500",원(KRW),053-582-8036,대구광역시 달성군 유가면 테크노중앙대로 139 ,2410
1290,003800,에이스침대,033201,가구 제조업,"11,090,000","11,090,000,000","1,000",원(KRW),043 -877 -1881,경기도 성남시 중원구 사기막골로105번길 42 ,2410
1291,322190,에이스캠퍼,033002,자동차 차체 및 트레일러 제조업,"7,505,197","750,519,700","100",원(KRW),1899-8805,"충청남도 아산시 고불로 707, 1호동(좌부동) ",2410
1292,088800,에이스테크,032604,통신 및 방송 장비 제조업,"40,957,928","20,478,964,000","500",원(KRW),032)458-1975,인천광역시 연수구 하모니로187번길 16 -,2410
1293,241840,에이스토리,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","9,318,240","4,659,120,000","500",원(KRW),02-2088-2585,서울특별시 마포구 월드컵북로 361 1111호 &nbsp;,2410
1294,138360,에이씨티,032004,기타 화학제품 제조업,"34,611,984","17,305,992,000","500",원(KRW),031-695-8233,충청북도 음성군 삼성면 하이텍산단로 62 ,2410
1295,039230,에이아이비트,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","110,362,573","55,181,286,500","500",원(KRW),02-6925-5195,"서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)",2410
1296,312610,에이에프더블류,032802,일차전지 및 축전지 제조업,"10,128,444","5,064,222,000","500",원(KRW),,경상북도 칠곡군 왜관읍 공단로1길 51 ,2410
1297,015260,에이엔피,032602,전자부품 제조업,"21,826,409","10,913,204,500","500",원(KRW),032-676-9700,인천광역시 남동구 남동대로 248 (주)에이엔피,2410
1298,234070,에이원알폼,147603,산업용 기계 및 장비 임대업,"3,571,441","1,785,720,500","500",원(KRW),031-8017-5305,충청북도 괴산군 괴산읍 대제산단3길 46 -,2410
1299,072990,에이치시티,137209,기타 과학기술 서비스업,"6,927,600","3,463,800,000","500",원(KRW),031-645-6300,경기도 이천시 마장면 서이천로578번길 74 &nbsp,2410
1300,044990,에이치엔에스하이텍,032602,전자부품 제조업,"7,511,064","3,755,532,000","500",원(KRW),042-866-1300,대전광역시 유성구 테크노1로 62-7(관평동) ,2410
1301,176440,에이치엔티,032602,전자부품 제조업,"85,739,345","8,573,934,500","100",원(KRW),031-739-7897,"서울특별시 송파구 정의로 67 (문정동,MK타워 6층)",2410
1302,028300,에이치엘비,033101,선박 및 보트 건조업,"52,974,132","26,487,066,000","500",원(KRW),02-3453-4414,울산광역시 울주군  온산읍 당월로 216-53 ,2410
1303,067630,에이치엘비생명과학,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","47,070,453","23,535,226,500","500",원(KRW),02-2627-6700,"경기도 화성시 동탄첨단산업1로 51-9 8층(영천동,엠타워지식산업센터)",2410
1304,047920,에이치엘비제약,137001,자연과학 및 공학 연구개발업,"20,960,211","10,480,105,500","500",원(KRW),02-411-1514,경기도 남양주시 경강로 27 ,2410
1305,043220,에이치엘비파워,032902,특수 목적용 기계 제조업,"91,115,377","45,557,688,500","500",원(KRW),02-544-3301,"서울특별시 강남구 도산대로 333 9층(신사동, 케이플러스타워) ",2410
1306,239610,에이치엘사이언스,031007,기타 식품 제조업,"5,142,148","2,571,074,000","500",원(KRW),031-421-9903,경기도 화성시 봉담읍 동산재길 36 ,2410
1307,353070,에이치엠씨제4호스팩,116601,금융 지원 서비스업,"4,310,000","431,000,000","100",원(KRW),02-3787-2268,서울특별시 영등포구 국제금융로2길 28 ,2410
1308,353060,에이치엠씨제5호스팩,116601,금융 지원 서비스업,"5,115,000","511,500,000","100",원(KRW),02-3787-2537,서울특별시 영등포구 국제금융로2길 28 ,2410
1309,044780,에이치케이,032902,특수 목적용 기계 제조업,"18,505,787","9,252,893,500","500",원(KRW),031-350-2800,경기도 화성시 양감면 사릅재길 117 ,2410
1310,071670,에이테크솔루션,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000","500",원(KRW),031-350-8167,경기도 화성시  정남면 가장로 277 ,2410
1311,045660,에이텍,032603,컴퓨터 및 주변장치 제조업,"8,260,000","4,130,000,000","500",원(KRW),031-698-8800,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",2410
1312,224110,에이텍티앤,032604,통신 및 방송 장비 제조업,"5,340,000","2,670,000,000","500",원(KRW),031-698-8743,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",2410
1313,230980,에이트원,105802,소프트웨어 개발 및 공급업,"16,070,827","1,607,082,700","100",원(KRW),02-852-1007,"경기도 광명시 새빛공원로 67 A동 2508호(일직동, 광명역자이타워) ",2410
1314,021080,에이티넘인베스트,116402,신탁업 및 집합투자업,"48,000,000","24,000,000,000","500",원(KRW),02  -555 -0781,서울 강남구 삼성동 168-26 제일빌딩 2층 ,2410
1315,089530,에이티세미콘,032601,반도체 제조업,"126,615,812","63,307,906,000","500",원(KRW),070-5208-5055,경기도 이천시 마장면 서이천로 138 - ,2410
1316,200470,에이팩트,137309,"그외 기타 전문, 과학 및 기술 서비스업","17,553,680","8,776,840,000","500",원(KRW),031-8046-1700,경기도 안성시 일죽면 서동대로 7280-26 &nbsp,2410
1317,073070,에이팸,033003,자동차 신품 부품 제조업,"28,711,325","14,355,662,500","500",원(KRW),052-259-8331,울산 울주군 웅촌면 대대리 1644-295 ,2410
1318,207490,에이펙스인텍,032804,전구 및 조명장치 제조업,"3,600,000","1,800,000,000","500",원(KRW),054-976-7667,경상북도 칠곡군 가산면 인동가산로 619-9 ,2410
1319,262260,에이프로,032809,기타 전기장비 제조업,"6,880,626","3,440,313,000","500",원(KRW),031-441-4001,경기도 군포시 엘에스로115번길 60 에이프로테크노피아빌딩 ,2410
1320,109960,에이프로젠 H&G,074607,기타 전문 도매업,"178,695,217","89,347,608,500","500",원(KRW),031-782-3422,경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) ,2410
1321,007460,에이프로젠 KIC,032509,기타 금속 가공제품 제조업,"182,946,253","91,473,126,500","500",원(KRW),031-782-3433,"경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비2층 (상대원동, 한라시그마밸리)",2410
1322,003060,에이프로젠제약,032102,의약품 제조업,"398,575,766","199,287,883,000","500",원(KRW),02-561-4011,"서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)",2410
1323,244920,에이플러스에셋,116602,보험 및 연금관련 서비스업,"22,607,693","11,303,846,500","500",원(KRW),,서울특별시 서초구 강남대로 369 에이플러스에셋타워 ,2410
1324,089970,에이피티씨,032902,특수 목적용 기계 제조업,"23,564,595","2,356,459,500","100",원(KRW),031-645-1000,경기도 이천시 마장면 서이천로 58-47 ,2410
1325,230240,에치에프알,032604,통신 및 방송 장비 제조업,"12,882,020","6,441,010,000","500",원(KRW),031-712-7768,"경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)",2410
1326,064510,에코마이스터,032902,특수 목적용 기계 제조업,"26,691,608","13,345,804,000","500",원(KRW),032-576-0501,인천광역시 서구 정서진로 117 &nbsp,2410
1327,230360,에코마케팅,137103,광고업,"32,517,874","3,251,787,400","100",원(KRW),02-2182-1100,"서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)",2410
1328,038870,에코바이오,147401,사업시설 유지·관리 서비스업,"11,610,994","5,805,497,000","500",원(KRW),02-3483-2900,서울 서초구 서초동 1302-7 토탈에코빌딩 ,2410
1329,128540,에코캡,033003,자동차 신품 부품 제조업,"14,558,800","1,455,880,000","100",원(KRW),052-264-1681,울산광역시 울주군 언양읍 반천반송산업로 137-66 ,2410
1330,086520,에코프로,032004,기타 화학제품 제조업,"22,090,191","11,045,095,500","500",원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 ,2410
1331,247540,에코프로비엠,032802,일차전지 및 축전지 제조업,"21,035,166","10,517,583,000","500",원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329 ,2410
1332,038110,에코플라스틱,033003,자동차 신품 부품 제조업,"25,669,370","12,834,685,000","500",원(KRW),054-770-3255,경상북도 경주시  공단로69번길 30 에코플라스틱(주) ,2410
1333,073540,에프알텍,032604,통신 및 방송 장비 제조업,"11,400,000","5,700,000,000","500",원(KRW),031-470-1515,"경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)",2410
1334,064850,에프앤가이드,106309,기타 정보 서비스업,"12,080,000","6,040,000,000","500",원(KRW),02-769-7700,서울특별시 강서구 마곡중앙2로 61 ,2410
1335,064090,에프앤리퍼블릭,074608,상품 종합 도매업,"77,699,574","38,849,787,000","500",원(KRW),032-326-8052,"서울특별시 강남구 영동대로 701 8F(청담동, W타워) ",2410
1336,036810,에프에스티,032602,전자부품 제조업,"20,233,814","10,116,907,000","500",원(KRW),031-370-0700,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티,2410
1337,173940,에프엔씨엔터,189001,창작 및 예술관련 서비스업,"14,364,880","7,182,440,000","500",원(KRW),070-4659-0222,서울시 강남구 청담동 111 ,2410
1338,083500,에프엔에스테크,032902,특수 목적용 기계 제조업,"8,385,722","4,192,861,000","500",원(KRW),041-584-4460,충청남도 천안시 서북구 직산읍 4산단2길 19 ,2410
