번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
739,069510,에스텍,032605,영상 및 음향기기 제조업,"10,910,000","5,455,000,000","500",원(KRW),(055)370-2200,경상남도 양산시  유산공단9길 22 ,1467
740,041910,에스텍파마,032102,의약품 제조업,"11,898,263","5,949,131,500","500",원(KRW),031-831-4800,경기도 화성시 향남읍 발안공단로 25 ,1467
741,234300,에스트래픽,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","20,826,160","10,413,080,000","500",원(KRW),031-601-3500,경기도 성남시 분당구 판교로 338(삼평동) ,1467
742,039440,에스티아이,032902,특수 목적용 기계 제조업,"15,830,000","7,915,000,000","500",원(KRW),031-653-4380,경기도 안성시 공도읍 봉기길 1 ,1467
743,098660,에스티오,031401,봉제의복 제조업,"12,500,976","6,250,488,000","500",원(KRW),02-2093-2500,"서울특별시 강서구  양천로 583 우림블루나인 (염창동, 우림블루나인비즈니스센터비동 15층)",1467
744,052020,에스티큐브,074605,기계장비 및 관련 물품 도매업,"30,385,009","15,192,504,500","500",원(KRW),02-551-3370,"서울특별시 강남구  영동대로 511 2201(삼성동, 무역센터 트레이드타워)",1467
745,237690,에스티팜,032102,의약품 제조업,"18,656,000","9,328,000,000","500",원(KRW),02-527-6300,"경기도 시흥시 협력로 231(정왕동, 시화공단 1나 802호) &nbsp",1467
746,050760,에스폴리텍,032202,플라스틱제품 제조업,"16,334,678","8,167,339,000","500",원(KRW),043-536-9191,충청북도 진천군  덕산면 한삼로 275 에스폴리텍 ,1467
747,288620,에스퓨얼셀,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,544,316","3,272,158,000","500",원(KRW),070-4613-4900,"경기도 성남시 중원구 둔촌대로 546, 유투오코리아빌딩 3층 &nbsp",1467
748,317830,에스피시스템스,032902,특수 목적용 기계 제조업,"8,145,700","814,570,000","100",원(KRW),055-371-5608,경상남도 양산시 어곡공단로 123 ,1467
749,058610,에스피지,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","20,876,975","10,438,487,500","500",원(KRW),(032)820-8200,"인천광역시 남동구  청능대로289번길 45 (고잔동, 남동공단 67B12L)",1467
750,043340,에쎈테크,032901,일반 목적용 기계 제조업,"72,000,000","36,000,000,000","500",원(KRW),063-440-6561,"전라북도 군산시 자유무역2길 15 (오식도동, 군산자유무역표준공장 7동)",1467
751,054630,에이디칩스,033309,그외 기타 제품 제조업,"51,968,256","25,984,128,000","500",원(KRW),(031)463-7500,"경기도 안양시 동안구  학의로 282, A동 22층(관양동, 금강펜테리움IT타워) ",1467
752,200710,에이디테크놀로지,032601,반도체 제조업,"13,274,598","6,932,057,500","500",원(KRW),031-776-7575,"경기도 성남시 분당구 대왕판교로644번길 49801호(삼평동, 디티씨타워) ",1467
753,096690,에이루트,032603,컴퓨터 및 주변장치 제조업,"12,649,856","6,324,928,000","500",원(KRW),070-5147-1886,경기도 오산시  가장산업동로 28-6 ,1467
754,298380,에이비엘바이오,032101,기초 의약물질 및 생물학적 제제 제조업,"46,246,225","23,123,112,500","500",원(KRW),031-8018-9800,"경기도 성남시 분당구 대왕판교로 712번길 16, 2층(삼평동) ",1467
755,195990,에이비프로바이오,032902,특수 목적용 기계 제조업,"251,469,584","125,734,792,000","500",원(KRW),053-582-8036,대구광역시 달성군 유가면 테크노중앙대로 139 ,1467
756,003800,에이스침대,033201,가구 제조업,"11,090,000","11,090,000,000","1,000",원(KRW),043 -877 -1881,경기도 성남시 중원구 사기막골로105번길 42 ,1467
757,088800,에이스테크,032604,통신 및 방송 장비 제조업,"40,957,928","20,478,964,000","500",원(KRW),032)458-1975,인천광역시 연수구 하모니로187번길 16 -,1467
758,241840,에이스토리,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","9,318,240","4,659,120,000","500",원(KRW),02-2088-2585,서울특별시 마포구 월드컵북로 361 1111호 &nbsp;,1467
759,138360,에이씨티,032004,기타 화학제품 제조업,"34,611,984","17,305,992,000","500",원(KRW),031-695-8233,충청북도 음성군 삼성면 하이텍산단로 62 ,1467
760,039230,에이아이비트,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","110,362,573","55,181,286,500","500",원(KRW),02-6925-5195,"서울특별시 금천구 디지털로9길 99 309호(가산동, 스타밸리)",1467
761,312610,에이에프더블류,032802,일차전지 및 축전지 제조업,"10,128,444","5,064,222,000","500",원(KRW),,경상북도 칠곡군 왜관읍 공단로1길 51 ,1467
762,072990,에이치시티,137209,기타 과학기술 서비스업,"6,927,600","3,463,800,000","500",원(KRW),031-645-6300,경기도 이천시 마장면 서이천로578번길 74 &nbsp,1467
763,176440,에이치엔티,032602,전자부품 제조업,"85,739,345","8,573,934,500","100",원(KRW),031-739-7897,"서울특별시 송파구 정의로 67 (문정동,MK타워 6층)",1467
764,028300,에이치엘비,033101,선박 및 보트 건조업,"52,974,132","26,487,066,000","500",원(KRW),02-3453-4414,울산광역시 울주군  온산읍 당월로 216-53 ,1467
765,067630,에이치엘비생명과학,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","47,070,453","23,535,226,500","500",원(KRW),02-2627-6700,"경기도 화성시 동탄첨단산업1로 51-9 8층(영천동,엠타워지식산업센터)",1467
766,047920,에이치엘비제약,137001,자연과학 및 공학 연구개발업,"20,960,211","10,480,105,500","500",원(KRW),02-411-1514,경기도 남양주시 경강로 27 ,1467
767,043220,에이치엘비파워,032902,특수 목적용 기계 제조업,"91,115,377","45,557,688,500","500",원(KRW),02-544-3301,"서울특별시 강남구 도산대로 333 9층(신사동, 케이플러스타워) ",1467
768,239610,에이치엘사이언스,031007,기타 식품 제조업,"5,142,148","2,571,074,000","500",원(KRW),031-421-9903,경기도 화성시 봉담읍 동산재길 36 ,1467
769,353070,에이치엠씨제4호스팩,116601,금융 지원 서비스업,"4,310,000","431,000,000","100",원(KRW),02-3787-2268,서울특별시 영등포구 국제금융로2길 28 ,1467
770,353060,에이치엠씨제5호스팩,116601,금융 지원 서비스업,"5,115,000","511,500,000","100",원(KRW),02-3787-2537,서울특별시 영등포구 국제금융로2길 28 ,1467
771,044780,에이치케이,032902,특수 목적용 기계 제조업,"18,505,787","9,252,893,500","500",원(KRW),031-350-2800,경기도 화성시 양감면 사릅재길 117 ,1467
772,071670,에이테크솔루션,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000","500",원(KRW),031-350-8167,경기도 화성시  정남면 가장로 277 ,1467
773,045660,에이텍,032603,컴퓨터 및 주변장치 제조업,"8,260,000","4,130,000,000","500",원(KRW),031-698-8800,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",1467
774,224110,에이텍티앤,032604,통신 및 방송 장비 제조업,"5,340,000","2,670,000,000","500",원(KRW),031-698-8743,"경기도 성남시 분당구 판교로 289 (삼평동, 에이텍빌딩) ",1467
775,230980,에이트원,105802,소프트웨어 개발 및 공급업,"16,070,827","1,607,082,700","100",원(KRW),02-852-1007,"경기도 광명시 새빛공원로 67 A동 2508호(일직동, 광명역자이타워) ",1467
776,021080,에이티넘인베스트,116402,신탁업 및 집합투자업,"48,000,000","24,000,000,000","500",원(KRW),02  -555 -0781,서울 강남구 삼성동 168-26 제일빌딩 2층 ,1467
777,089530,에이티세미콘,032601,반도체 제조업,"126,615,812","63,307,906,000","500",원(KRW),070-5208-5055,경기도 이천시 마장면 서이천로 138 - ,1467
778,200470,에이팩트,137309,"그외 기타 전문, 과학 및 기술 서비스업","17,553,680","8,776,840,000","500",원(KRW),031-8046-1700,경기도 안성시 일죽면 서동대로 7280-26 &nbsp,1467
779,073070,에이팸,033003,자동차 신품 부품 제조업,"28,711,325","14,355,662,500","500",원(KRW),052-259-8331,울산 울주군 웅촌면 대대리 1644-295 ,1467
780,262260,에이프로,032809,기타 전기장비 제조업,"6,880,626","3,440,313,000","500",원(KRW),031-441-4001,경기도 군포시 엘에스로115번길 60 에이프로테크노피아빌딩 ,1467
781,109960,에이프로젠 H&G,074607,기타 전문 도매업,"178,695,217","89,347,608,500","500",원(KRW),031-782-3422,경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 B1(지하1층) ,1467
782,089970,에이피티씨,032902,특수 목적용 기계 제조업,"23,564,595","2,356,459,500","100",원(KRW),031-645-1000,경기도 이천시 마장면 서이천로 58-47 ,1467
783,230240,에치에프알,032604,통신 및 방송 장비 제조업,"12,882,020","6,441,010,000","500",원(KRW),031-712-7768,"경기도 성남시 분당구 성남대로43번길 10 하나EZ타워 5층(구미동, 하나EZ타워)",1467
784,064510,에코마이스터,032902,특수 목적용 기계 제조업,"26,691,608","13,345,804,000","500",원(KRW),032-576-0501,인천광역시 서구 정서진로 117 &nbsp,1467
785,230360,에코마케팅,137103,광고업,"32,517,874","3,251,787,400","100",원(KRW),02-2182-1100,"서울특별시 강남구 학동로 343 14층(논현동, 포바강남타워)",1467
786,038870,에코바이오,147401,사업시설 유지·관리 서비스업,"11,610,994","5,805,497,000","500",원(KRW),02-3483-2900,서울 서초구 서초동 1302-7 토탈에코빌딩 ,1467
787,128540,에코캡,033003,자동차 신품 부품 제조업,"14,558,800","1,455,880,000","100",원(KRW),052-264-1681,울산광역시 울주군 언양읍 반천반송산업로 137-66 ,1467
788,086520,에코프로,032004,기타 화학제품 제조업,"22,090,191","11,045,095,500","500",원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 ,1467
789,247540,에코프로비엠,032802,일차전지 및 축전지 제조업,"21,035,166","10,517,583,000","500",원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 2산단로 100 송대리 329 ,1467
790,038110,에코플라스틱,033003,자동차 신품 부품 제조업,"25,669,370","12,834,685,000","500",원(KRW),054-770-3255,경상북도 경주시  공단로69번길 30 에코플라스틱(주) ,1467
791,073540,에프알텍,032604,통신 및 방송 장비 제조업,"11,400,000","5,700,000,000","500",원(KRW),031-470-1515,"경기도 안양시 동안구 시민대로327번길 11-25 (관양동,에프알텍타워)",1467
792,064850,에프앤가이드,106309,기타 정보 서비스업,"12,080,000","6,040,000,000","500",원(KRW),02-769-7700,서울특별시 강서구 마곡중앙2로 61 ,1467
793,064090,에프앤리퍼블릭,074608,상품 종합 도매업,"77,699,574","38,849,787,000","500",원(KRW),032-326-8052,"서울특별시 강남구 영동대로 701 8F(청담동, W타워) ",1467
794,036810,에프에스티,032602,전자부품 제조업,"20,233,814","10,116,907,000","500",원(KRW),031-370-0700,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티,1467
795,173940,에프엔씨엔터,189001,창작 및 예술관련 서비스업,"14,364,880","7,182,440,000","500",원(KRW),070-4659-0222,서울시 강남구 청담동 111 ,1467
796,083500,에프엔에스테크,032902,특수 목적용 기계 제조업,"8,385,722","4,192,861,000","500",원(KRW),041-584-4460,충청남도 천안시 서북구 직산읍 4산단2길 19 ,1467
797,054940,엑사이엔씨,064204,실내건축 및 건축마무리 공사업,"33,173,548","16,586,774,000","500",원(KRW),(02) 3289-5100,서울특별시 구로구  디지털로 288 ,1467
798,950130,엑세스바이오,032103,의료용품 및 기타 의약 관련제품 제조업,"36,315,527","0","0",미국달러(USD),1-732-873-4040,"65 Clyde Road Suite A Somerset NJ 08873, USA ",1467
799,205100,엑셈,105802,소프트웨어 개발 및 공급업,"33,882,273","3,388,227,300","100",원(KRW),02-6203-6300,"서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)",1467
800,070300,엑스큐어,105802,소프트웨어 개발 및 공급업,"7,366,074","3,683,037,000","500",원(KRW),02-2082-0777,서울시 구로구 디지털로 306 대륭포스트타워2차 508호 ,1467
801,092870,엑시콘,032902,특수 목적용 기계 제조업,"10,374,180","5,187,090,000","500",원(KRW),031-696-3100,"경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp",1467
802,317870,엔바이오니아,033309,그외 기타 제품 제조업,"7,583,555","3,791,777,500","500",원(KRW),031-716-3670,"경기도 성남시 분당구 정자일로 158, 604호 ",1467
803,067570,엔브이에이치코리아,033003,자동차 신품 부품 제조업,"29,591,785","15,754,388,000","500",원(KRW),054-779-1822,울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) ,1467
804,101400,엔시트론,032601,반도체 제조업,"32,295,909","16,147,954,500","500",원(KRW),02-6340-1000,"경기도 성남시 분당구 판교로255번길 35 (삼평동, 실리콘파크 A동 8층)",1467
805,217820,엔에스,032902,특수 목적용 기계 제조업,"10,769,621","5,384,810,500","500",원(KRW),043-218-7056,충청북도 청주시 청원구 오창읍 각리1길 27 ,1467
806,031860,엔에스엔,074608,상품 종합 도매업,"52,175,423","26,087,711,500","500",원(KRW),02-2106-5417,"서울특별시 강남구 봉은사로 207 8층(논현동, KJ타워)",1467
807,310840,엔에이치스팩13호,116601,금융 지원 서비스업,"3,420,000","342,000,000","100",원(KRW),02-750-5519,서울특별시 영등포구 여의대로 60 &nbsp,1467
808,319400,엔에이치스팩14호,116601,금융 지원 서비스업,"8,620,000","862,000,000","100",원(KRW),02-750-5777,서울특별시 영등포구 여의대로 60 8층,1467
809,353190,엔에이치스팩16호,116601,금융 지원 서비스업,"4,310,000","431,000,000","100",원(KRW),,서울특별시 영등포구 여의대로 60 ,1467
810,359090,엔에이치스팩17호,116601,금융 지원 서비스업,"7,010,000","701,000,000","100",원(KRW),,서울특별시 영등포구 여의대로 60 ,1467
811,365590,엔에이치스팩18호,116601,금융 지원 서비스업,"4,600,000","460,000,000","100",원(KRW),02-750-5777,서울특별시 영등포구 여의대로 60 NH투자증권 8층,1467
812,265740,엔에프씨,032004,기타 화학제품 제조업,"8,931,800","893,180,000","100",원(KRW),032-831-1091,인천광역시 연수구 갯벌로145번길 15-8 &nbsp,1467
813,354200,엔젠바이오,137309,"그외 기타 전문, 과학 및 기술 서비스업","12,215,562","12,215,562,000","1,000",원(KRW),02-867-9798,"서울특별시 구로구 디지털로 288 303호(구로동, 대륭포스트타워1차)",1467
814,208860,엔지스테크널러지,105802,소프트웨어 개발 및 공급업,"10,799,645","5,399,822,500","500",원(KRW),02-1522-9060,서울특별시 성동구 아차산로 49 서울숲코오롱디지털타워 3차 10층 ,1467
815,183490,엔지켐생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"8,247,200","4,123,600,000","500",원(KRW),043-652-2845,충청북도 제천시 바이오밸리로 59 &nbsp,1467
816,182400,엔케이맥스,032101,기초 의약물질 및 생물학적 제제 제조업,"34,195,056","17,097,528,000","500",원(KRW),031-603-9218,"경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 ",1467
817,069410,엔텔스,105802,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500","500",원(KRW),02-3218-1200,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)",1467
818,227950,엔투텍,032902,특수 목적용 기계 제조업,"58,616,478","5,861,647,800","100",원(KRW),02-3779-3129,경기도 안성시 원곡면 원당로 157 -,1467
819,198080,엔피디,032602,전자부품 제조업,"21,535,185","10,767,592,500","500",원(KRW),031-497-8112,경기도 안산시 단원구 시화벤처로 515 &nbsp,1467
820,048830,엔피케이,032002,합성고무 및 플라스틱 물질 제조업,"18,723,923","9,361,961,500","500",원(KRW),031-730-0650,경기도 성남시 중원구  갈마치로 215 금강펜테리움IT타워 A-708,1467
821,096870,엘디티,032601,반도체 제조업,"6,678,400","3,339,200,000","500",원(KRW),041-520-7300,충청남도 천안시 서북구  한들1로 126-33 ,1467
822,061970,엘비세미콘,032601,반도체 제조업,"43,784,592","21,892,296,000","500",원(KRW),031-680-1600,경기도 평택시 청북면 청북산단로 138 ,1467
823,138690,엘아이에스,032902,특수 목적용 기계 제조업,"16,085,519","8,042,759,500","500",원(KRW),031-427-8492,경기도 안양시 동안구 엘에스로116번길 91 (호계동) ,1467
824,290650,엘앤씨바이오,032102,의약품 제조업,"21,877,008","10,984,502,000","500",원(KRW),031-776-2975,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티) ",1467
825,066970,엘앤에프,032802,일차전지 및 축전지 제조업,"28,058,729","14,029,364,500","500",원(KRW),(053)592-7300,대구광역시 달서구  달서대로91길 120 ,1467
826,156100,엘앤케이바이오,032701,의료용 기기 제조업,"13,267,774","6,633,887,000","500",원(KRW),02-6717-1911,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp,1467
827,073110,엘엠에스,032602,전자부품 제조업,"8,895,755","4,522,877,500","500",원(KRW),031-421-2345,경기도 평택시 진위면 진위산단로 53-73 ,1467
828,083310,엘오티베큠,032902,특수 목적용 기계 제조업,"16,539,093","8,269,546,500","500",원(KRW),031-677-4431,경기도 오산시 지곶중앙로 1-20 -,1467
829,297890,엘이티,032902,특수 목적용 기계 제조업,"7,109,450","3,554,725,000","500",원(KRW),041-549-8850,충청남도 아산시 음봉면 연암율금로 77-26 ,1467
830,037950,엘컴텍,032602,전자부품 제조업,"84,447,519","42,223,759,500","500",원(KRW),031-379-5258,경기 평택시 진위면 갈곶리 110-1 ,1467
831,170920,엘티씨,032001,기초 화학물질 제조업,"7,674,308","3,837,154,000","500",원(KRW),031-383-6525,경기도 화성시 마도면 청원산단8길 114 (경기화성바이오밸리) ,1467
832,058630,엠게임,105802,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500","500",원(KRW),02-523-5854,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 ,1467
833,019590,엠벤처투자,116402,신탁업 및 집합투자업,"63,391,489","31,695,744,500","500",원(KRW),02  -6000-5537,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호,1467
834,169330,엠브레인,137104,시장조사 및 여론조사업,"8,968,459","4,484,229,500","500",원(KRW),02-3444-4000,서울특별시 강남구 강남대로 318 ,1467
835,097520,엠씨넥스,032605,영상 및 음향기기 제조업,"17,863,482","8,931,741,000","500",원(KRW),02-2025-3600,"서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) ",1467
836,179290,엠아이텍,032701,의료용 기기 제조업,"31,183,148","15,591,574,000","500",원(KRW),070-4304-7443,"경기도 평택시 진위면 하북2길 174 (진위면, 주식회사엠아이텍) ",1467
837,009780,엠에스씨,031007,기타 식품 제조업,"17,600,000","8,800,000,000","500",원(KRW),055 -389 -1001,경남 양산시 웅상읍 소주리 439-13 ,1467
838,123040,엠에스오토텍,033003,자동차 신품 부품 제조업,"34,727,204","17,363,602,000","500",원(KRW),054-7701810,경상북도 경주시  내남면 포석로 16-9 ,1467
839,323230,엠에프엠코리아,031403,편조의복 제조업,"17,851,079","1,785,107,900","100",원(KRW),02-558-7828,"서울특별시 강남구 도곡로 204 동신빌딩 4층,5층",1467
840,032790,엠젠플러스,074605,기계장비 및 관련 물품 도매업,"21,962,565","10,981,282,500","500",원(KRW),02-3412-8777,서울특별시 서초구 효령로 83 엠젠플러스빌딩 (방배동),1467
841,033160,엠케이전자,032602,전자부품 제조업,"21,807,689","10,903,844,500","500",원(KRW),031-330-1900,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 ,1467
842,347890,엠투아이,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","8,399,102","839,910,200","100",원(KRW),031-465-3366,경기도 안양시 동안구 시민대로327번길 11-35 엠투아이빌딩,1467
843,033310,엠투엔,032509,기타 금속 가공제품 제조업,"22,189,819","11,094,909,500","500",원(KRW),02-2636-2431,서울특별시 영등포구  여의대로 14 KT빌딩 16층,1467
844,259630,엠플러스,032902,특수 목적용 기계 제조업,"11,250,921","5,625,460,500","500",원(KRW),043-272-7079,충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥 ,1467
845,115960,연우,032202,플라스틱제품 제조업,"12,398,000","6,199,000,000","500",원(KRW),032-575-8811,인천광역시 서구 가좌로84번길 13 &nbsp,1467
846,060850,영림원소프트랩,105802,소프트웨어 개발 및 공급업,"8,131,000","4,065,500,000","500",원(KRW),02-2093-1190,서울특별시 강서구 양천로 583 우림블루나인비즈니스센터 A동 23층 ,1467
847,007530,영신금속,032509,기타 금속 가공제품 제조업,"12,832,968","6,416,484,000","500",원(KRW),02  -855 -6960,경기도 평택시  포승읍 포승공단로118번길 118 ,1467
848,143540,영우디에스피,032902,특수 목적용 기계 제조업,"43,232,374","21,616,187,000","500",원(KRW),041-418-4871,충청남도 천안시 서북구 성거읍 새터길 164 -,1467
849,036560,영풍정밀,032901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000","500",원(KRW),02-519-3523,서울특별시 강남구 강남대로 542 ,1467
850,265560,영화테크,033003,자동차 신품 부품 제조업,"5,345,090","2,672,545,000","500",원(KRW),041-585-2685,충청남도 아산시 둔포면 아산밸리로 132 &nbsp,1467
851,036000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업","23,034,277","11,617,138,500","500",원(KRW),02-566-1004,"서울시 성동구 아차산로 153(성수동2가, 예림출판문화센터) ",1467
852,250930,예선테크,032202,플라스틱제품 제조업,"33,000,440","3,300,044,000","100",원(KRW),02-783-1101,경기도 군포시 공단로 356-3 (지번 주소: 경기도 군포시 산본1동 1026-2) ,1467
853,053280,예스24,074709,무점포 소매업,"17,200,000","8,600,000,000","500",원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 ,1467
854,122640,예스티,032902,특수 목적용 기계 제조업,"14,943,514","7,471,757,000","500",원(KRW),031-612-3337,경기도 평택시 진위면 마산12로 27 예스티 ,1467
855,900300,오가닉티코스메틱,116409,기타 금융업,"64,411,060","417,480,182","0",중국위안(CNY),86-599-8508611,"No.49-51 Bonham Strand West, HONG KONG S.A.R Unit D, 11/F., Four Seas Communications Bank Building",1467
856,045060,오공,032004,기타 화학제품 제조업,"16,941,974","8,470,987,000","500",원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 ,1467
857,080520,오디텍,032601,반도체 제조업,"11,746,609","5,873,304,500","500",원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 ,1467
858,039830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000","500",원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 ,1467
859,046120,오르비텍,137209,기타 과학기술 서비스업,"23,790,573","11,895,286,500","500",원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",1467
860,014940,오리엔탈정공,032901,일반 목적용 기계 제조업,"45,573,661","22,786,830,500","500",원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,1467
861,065500,오리엔트정공,033003,자동차 신품 부품 제조업,"117,214,562","58,607,281,000","500",원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),1467
862,010470,오리콤,137103,광고업,"11,845,050","11,845,050,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 ,1467
863,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000","500",원(KRW),032-524-0700,인천 부평구 부평동 604-15 ,1467
864,052420,오성첨단소재,032202,플라스틱제품 제조업,"67,734,803","33,928,685,500","500",원(KRW),063-839-8780,전라북도 익산시 석암로17길 104 오성첨단소재(주) ,1467
865,241790,오션브릿지,032902,특수 목적용 기계 제조업,"10,002,634","5,001,317,000","500",원(KRW),031-8052-9030,경기도 안성시 양성면 동항공단길 49 ,1467
866,039200,오스코텍,032102,의약품 제조업,"29,476,692","14,738,346,000","500",원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",1467
867,226400,오스테오닉,032701,의료용 기기 제조업,"13,057,051","6,528,525,500","500",원(KRW),02-6902-8400,서울특별시 구로구 디지털로29길 38 에이스테크노타워Ⅲ1206호 ,1467
868,031510,오스템,033003,자동차 신품 부품 제조업,"28,000,000","14,000,000,000","500",원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 ,1467
869,048260,오스템임플란트,032701,의료용 기기 제조업,"14,285,717","7,142,858,500","500",원(KRW),02-2016-7000,서울특별시 강서구 마곡중앙12로 3 오스템임플란트  ,1467
870,138080,오이솔루션,032604,통신 및 방송 장비 제조업,"10,624,095","5,312,047,500","500",원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,1467
871,080580,오킨스전자,032602,전자부품 제조업,"8,839,649","4,419,824,500","500",원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp",1467
872,067170,오텍,033004,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500","500",원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36 ,1467
873,173130,오파스넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","4,025,902","2,012,951,000","500",원(KRW),02-568-6727,"서울특별시 강남구 테헤란로 512 , 10층(대치동, 신안빌딩) ",1467
874,049480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500","500",원(KRW),02  -3404-5601,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)",1467
875,309930,오하임아이엔티,074705,기타 생활용품 소매업,"19,747,691","1,974,769,100","100",원(KRW),02-2020-7637,서울특별시 서초구 고무래로 6-6 선경빌딩 3층,1467
876,244460,올리패스,032101,기초 의약물질 및 생물학적 제제 제조업,"16,412,694","8,206,347,000","500",원(KRW),031-8060-8100,경기도 용인시 기흥구 동백중앙로16번길 16-4 에이스동백타워1동 20층,1467
877,226950,올릭스,137001,자연과학 및 공학 연구개발업,"13,542,060","6,771,030,000","500",원(KRW),031-779-8400,경기도 수원시 영통구 대학4로 17 에이스광교타워1 1014호 &nbsp,1467
878,057540,옴니시스템,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","46,449,355","23,224,677,500","500",원(KRW),031-883-5400,경기도 여주군  가남면 연삼로 284 ,1467
879,082210,옵트론텍,032703,사진장비 및 광학기기 제조업,"23,675,951","11,837,975,500","500",원(KRW),(042)360-1510,경상남도 창원시 의창구 평산로8번길 19-15 (팔용동),1467
880,109080,옵티시스,032604,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000","500",원(KRW),031-719-8033,경기도 성남시 수정구 산성대로 305 삼부르네상스파크Ⅱ 3층 ,1467
881,153710,옵티팜,032103,의료용품 및 기타 의약 관련제품 제조업,"14,474,458","7,237,229,000","500",원(KRW),043-249-7500,충청북도 청주시 흥덕구 오송읍 오송생명6로 63 ,1467
882,122990,와이솔,032602,전자부품 제조업,"28,171,941","14,085,970,500","500",원(KRW),070-7837-6240,경기도 오산시 가장로 531-7(가장동) ,1467
883,232140,와이아이케이,032902,특수 목적용 기계 제조업,"80,757,657","8,075,765,700","100",원(KRW),031-8038-8200,"경기도 성남시 분당구 판교로255번길 28 (삼평동, 디에이치케이솔루션빌딩 7층)",1467
884,067900,와이엔텍,053802,폐기물 처리업,"18,199,659","9,099,829,500","500",원(KRW),061-690-6933,전라남도 여수시  여수산단로 1232 ,1467
885,155650,와이엠씨,032602,전자부품 제조업,"19,974,358","9,987,179,000","500",원(KRW),041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25 ,1467
886,251370,와이엠티,032001,기초 화학물질 제조업,"14,954,978","7,477,489,000","500",원(KRW),032-821-8277,"인천광역시 남동구 남동동로153번길 30(고잔동, 남동공단) ",1467
887,066430,와이오엠,074607,기타 전문 도매업,"15,855,736","7,927,868,000","500",원(KRW),051-972-7175,부산광역시 강서구 생곡산단1로24번길 51 (생곡동),1467
